,Unnamed: 0,station_id,stationame,month_beginning,avg_weekday_rides,avg_saturday_rides,avg_sunday_holiday_rides,monthtotal,line
25963,26432,40450,95th/Dan Ryan,2016-05-01,11316.1,6933.0,5547.7,298656,red
25964,26433,41000,Cermak-Chinatown,2016-07-01,4496.0,5174.8,4517.5,142898,red
25965,26434,41340,LaSalle,2016-05-01,3177.0,1425.8,1127.0,79183,blue
25966,26435,41670,Conservatory,2016-05-01,1031.6,740.8,581.5,28115,green
25967,26436,40920,Pulaski-Forest Park,2016-06-01,1868.3,1497.5,1292.5,52263,blue
25968,26437,40750,Harlem-O'Hare,2016-05-01,3110.9,1533.5,1108.0,78110,blue
25970,26439,41420,Addison-North Main,2016-05-01,9707.0,11700.0,11317.3,318552,red
25971,26440,41020,Logan Square,2016-05-01,7358.6,4471.5,3357.7,192563,blue
25973,26442,40020,Harlem-Lake,2016-05-01,3759.7,700.3,674.7,85803,green
25974,26443,40880,Thorndale,2016-05-01,3299.9,2193.5,1645.5,87945,red
25975,26444,40650,North/Clybourn,2016-07-01,6309.4,5475.4,4125.0,178315,red
25976,26445,40430,Clinton-Forest Park,2016-07-01,4004.7,1686.4,1469.3,97342,blue
25977,26446,40820,Rosemont,2016-05-01,6564.4,4612.5,3883.3,179602,blue
25978,26447,40760,Granville,2016-05-01,3945.6,2970.0,2272.7,108374,red
25979,26448,41350,Oak Park-Lake,2016-07-01,1715.9,970.0,700.7,43371,green
25981,26450,40010,Austin-Forest Park,2016-06-01,2119.2,1092.3,859.8,54431,blue
25982,26451,41300,Loyola,2016-07-01,5204.3,3739.8,3055.7,141119,red
25983,26452,40180,Oak Park-Forest Park,2016-05-01,1873.7,827.0,689.3,46791,blue
25984,26453,41280,Jefferson Park,2016-05-01,7311.3,3997.5,3116.5,188226,blue
25985,26454,40810,Medical Center,2016-05-01,3156.9,973.0,711.5,74455,blue
25986,26455,41080,47th-South Elevated,2016-05-01,1265.5,827.8,619.2,33602,green
25987,26456,41000,Cermak-Chinatown,2016-05-01,4502.8,4793.5,3741.7,136182,red
25989,26458,41310,Paulina,2016-07-01,2824.8,1765.8,1136.2,72141,brown
25991,26460,41010,Rockwell,2016-07-01,1933.6,1015.2,734.8,48156,brown
25994,26463,41260,Austin-Lake,2016-06-01,2038.0,1279.8,919.8,53635,green
25995,26464,41290,Kimball,2016-05-01,4132.0,2608.5,1929.0,108781,brown
25996,26465,40070,Jackson/Dearborn,2016-05-01,7848.0,3342.8,2491.8,193131,blue
25998,26467,40250,Kedzie-Homan-Forest Park,2016-06-01,2377.3,1649.0,1328.3,64209,blue
25999,26468,40240,79th,2016-05-01,7393.3,5130.5,4165.0,200772,red
26001,26470,41490,Harrison,2016-06-01,4000.7,3681.5,2840.0,114102,red
26002,26471,40980,Harlem-Forest Park,2016-06-01,1272.1,730.5,532.0,33037,blue
26004,26473,40980,Harlem-Forest Park,2016-07-01,1262.5,726.6,534.0,32087,blue
26005,26474,40160,LaSalle/Van Buren,2016-06-01,3018.8,713.8,624.3,71766,brown
26006,26475,40730,Washington/Wells,2016-06-01,8631.7,4051.0,3511.5,220147,brown
26007,26476,41000,Cermak-Chinatown,2016-06-01,4409.4,4595.0,3781.0,130511,red
26008,26477,40810,Medical Center,2016-06-01,3118.4,1036.3,761.3,75794,blue
26009,26478,40380,Clark/Lake,2016-07-01,21806.2,7491.0,6152.3,510492,blue
26010,26479,40250,Kedzie-Homan-Forest Park,2016-05-01,2375.2,1550.8,1290.2,63823,blue
26011,26480,41460,Irving Park-Brown,2016-06-01,3411.9,2534.0,1893.5,92771,brown
26012,26481,40980,Harlem-Forest Park,2016-05-01,1214.0,763.8,530.2,31730,blue
26015,26484,40870,Francisco,2016-06-01,1698.5,975.5,745.0,44249,brown
26016,26485,40920,Pulaski-Forest Park,2016-07-01,1883.1,1511.2,1304.3,53043,blue
26020,26489,41210,Wellington,2016-05-01,3156.1,1440.5,1003.3,78061,brown
26021,26490,40970,Cicero-Forest Park,2016-07-01,1429.5,1019.4,803.7,38509,blue
26022,26491,40890,O'Hare Airport,2016-06-01,12714.3,9923.8,11381.0,364934,blue
26024,26493,40170,Ashland-Lake,2016-06-01,2437.0,1412.3,926.3,62969,green
26025,26494,40460,Merchandise Mart,2016-07-01,8287.8,2035.0,1332.3,183924,brown
26026,26495,41660,Lake/State,2016-06-01,23251.1,15601.8,12030.5,622054,red
26029,26498,40180,Oak Park-Forest Park,2016-07-01,1928.9,879.6,644.2,46841,blue
26030,26499,40650,North/Clybourn,2016-05-01,6507.6,5821.3,4323.8,185888,red
26031,26500,40060,Belmont-O'Hare,2016-06-01,5805.0,4106.8,3289.0,157293,blue
26032,26501,41440,Addison-Brown,2016-07-01,2368.5,1263.0,932.8,59281,brown
26033,26502,41480,Western-Brown,2016-05-01,4185.5,2856.5,1988.7,111254,brown
26034,26503,41500,Montrose-Brown,2016-07-01,2827.9,1738.0,1206.2,72484,brown
26035,26504,40770,Lawrence,2016-05-01,3484.0,2567.3,1956.3,95171,red
26037,26506,40900,Howard,2016-07-01,5861.1,4423.6,3544.3,160606,red
26038,26507,40490,Grand/Milwaukee,2016-07-01,2999.8,1923.4,1522.8,78750,blue
26040,26510,41160,Clinton-Lake,2016-07-01,4359.1,1441.8,1090.2,100932,green
26041,26511,40680,Adams/Wabash,2016-06-01,9475.1,2946.5,2051.8,228445,green
26042,26512,40550,Irving Park-O'Hare,2016-07-01,3438.2,2242.0,1813.3,90853,blue
26043,26513,40350,UIC-Halsted,2016-06-01,3725.9,1883.3,1358.3,94936,blue
26045,26515,41010,Rockwell,2016-06-01,1971.1,1110.8,812.8,51059,brown
26046,26516,40080,Sheridan,2016-05-01,5817.5,4163.5,3120.3,157543,red
26048,26518,40870,Francisco,2016-07-01,1678.6,954.8,697.8,42532,brown
26049,26519,41210,Wellington,2016-06-01,3249.4,1622.0,1561.0,84218,brown
26050,26521,41230,47th-Dan Ryan,2016-07-01,3293.2,2502.6,1919.7,89895,red
26053,26524,41290,Kimball,2016-06-01,4176.6,2818.3,2054.0,111375,brown
26055,26526,40230,Cumberland,2016-06-01,5022.5,2906.8,2226.5,131029,blue
26056,26527,40880,Thorndale,2016-07-01,2946.3,2156.6,1709.3,79965,red
26057,26528,41490,Harrison,2016-05-01,4462.5,3745.5,2542.0,123946,red
26058,26529,41360,California-Lake,2016-05-01,1138.8,617.8,488.8,29318,green
26059,26530,41330,Montrose-O'Hare,2016-07-01,2768.7,1444.6,1119.8,69315,blue
26061,26532,40680,Adams/Wabash,2016-05-01,9573.4,5018.3,3319.8,241033,green
26063,26535,41240,Addison-O'Hare,2016-06-01,2961.5,811.8,663.3,71054,blue
26064,26536,40060,Belmont-O'Hare,2016-05-01,5719.9,3502.8,2670.0,150149,blue
26065,26537,41380,Bryn Mawr,2016-07-01,4932.0,3777.8,3052.7,135844,red
26066,26538,41480,Western-Brown,2016-06-01,4245.2,3261.0,2480.0,116358,brown
26067,26539,40160,LaSalle/Van Buren,2016-05-01,2931.5,552.3,448.2,66460,brown
26068,26540,41460,Irving Park-Brown,2016-07-01,3211.8,1799.6,1230.7,80617,brown
26069,26541,41440,Addison-Brown,2016-06-01,2629.4,1402.0,1001.3,67459,brown
26070,26542,40280,Central-Lake,2016-05-01,2066.0,386.3,376.5,47189,green
26071,26543,40460,Merchandise Mart,2016-06-01,8528.0,2350.3,1739.0,203974,brown
26073,26545,40700,Laramie,2016-06-01,1257.5,852.3,752.8,34086,green
26075,26547,40540,Wilson,2016-05-01,5854.0,4220.0,3071.0,158240,red
26076,26548,40040,Quincy/Wells,2016-05-01,8185.3,1855.5,1625.7,189067,brown
26079,26551,41020,Logan Square,2016-06-01,7489.5,4880.5,3779.3,199408,blue
26080,26552,41310,Paulina,2016-06-01,2929.9,1857.8,1288.8,77043,brown
26083,26555,40530,Diversey,2016-05-01,5886.1,3206.3,2138.2,149263,brown
26084,26556,40700,Laramie,2016-07-01,1207.7,862.0,695.3,32635,green
26085,26557,40480,Cicero-Lake,2016-07-01,1350.6,951.2,757.8,36314,green
26086,26558,40820,Rosemont,2016-07-01,7051.6,5403.8,4172.2,193083,blue
26087,26559,41420,Addison-North Main,2016-07-01,11601.4,9984.2,8573.5,333390,red
26088,26560,40710,Chicago/Franklin,2016-06-01,6994.7,2655.5,1700.8,171308,brown
26090,26562,40450,95th/Dan Ryan,2016-07-01,10774.1,6998.0,5800.8,285277,red
26093,26565,41480,Western-Brown,2016-07-01,4197.8,2979.2,2156.5,111791,brown
26094,26566,41330,Montrose-O'Hare,2016-06-01,2131.4,893.8,720.3,53347,blue
26096,26568,41350,Oak Park-Lake,2016-06-01,1733.3,900.5,698.0,44527,green
26097,26569,40010,Austin-Forest Park,2016-05-01,2062.0,1120.0,841.0,52828,blue
26101,26573,40090,Damen-Brown,2016-08-01,2788.6,1629.0,1168.8,75329,brown
26102,26574,40710,Chicago/Franklin,2016-09-01,7143.4,2661.8,1743.6,169377,brown
26103,26575,40490,Grand/Milwaukee,2016-10-01,2863.3,1617.8,1404.8,75242,blue
26104,26576,41460,Irving Park-Brown,2016-10-01,3319.5,2049.6,1350.0,86708,brown
26105,26577,40450,95th/Dan Ryan,2016-10-01,11516.3,7086.2,5293.4,303741,red
26108,26580,40160,LaSalle/Van Buren,2016-08-01,2923.7,551.3,425.5,71151,brown
26110,26582,41380,Bryn Mawr,2016-09-01,4973.8,3582.0,2800.0,132778,red
26111,26583,41260,Austin-Lake,2016-08-01,1984.5,1173.0,887.0,53884,green
26113,26585,40560,Jackson/State,2016-08-01,9544.8,4773.5,3379.8,252144,red
26114,26586,40800,Sedgwick,2016-09-01,4137.6,2490.0,1873.4,106216,brown
26116,26588,41360,California-Lake,2016-08-01,1119.3,676.8,487.8,30402,green
26117,26589,40900,Howard,2016-08-01,5732.3,4488.3,3554.5,164015,red
26118,26590,41070,Kedzie-Lake,2016-08-01,1406.3,978.8,765.8,39323,green
26119,26591,40220,Western-Forest Park,2016-09-01,1930.0,1203.0,845.6,49571,blue
26120,26592,40490,Grand/Milwaukee,2016-08-01,2835.9,1530.5,1376.0,76851,blue
26122,26594,40870,Francisco,2016-08-01,1657.7,895.5,658.5,44343,brown
26123,26595,40460,Merchandise Mart,2016-09-01,8202.3,2159.8,1393.4,187854,brown
26124,26596,41260,Austin-Lake,2016-09-01,2047.7,1222.5,920.8,52495,green
26126,26598,41330,Montrose-O'Hare,2016-09-01,2844.4,1369.8,1059.4,70508,blue
26127,26599,41690,Cermak-McCormick Place,2016-09-01,1615.0,967.3,722.2,41394,green
26128,26600,40080,Sheridan,2016-08-01,5627.1,3955.5,2999.0,157241,red
26129,26601,41010,Rockwell,2016-10-01,1990.2,1162.8,781.0,51514,brown
26130,26602,40660,Armitage,2016-10-01,4782.2,3061.4,2013.0,125798,brown
26132,26605,40810,Medical Center,2016-09-01,3651.6,1215.3,760.4,85346,blue
26133,26606,40910,63rd-Dan Ryan,2016-08-01,3029.8,2321.8,1981.3,86898,red
26135,26608,41410,Chicago/Milwaukee,2016-09-01,4422.8,2019.0,1592.6,108918,blue
26136,26609,40320,Division/Milwaukee,2016-09-01,6513.9,3624.5,2805.0,165314,blue
26137,26610,41420,Addison-North Main,2016-08-01,12186.7,11377.5,7949.0,357599,red
26139,26612,40010,Austin-Forest Park,2016-08-01,2086.3,1061.8,825.3,55533,blue
26140,26613,40360,Southport,2016-08-01,3597.9,2180.0,1573.5,97766,brown
26141,26614,41480,Western-Brown,2016-10-01,4264.3,3200.0,2371.2,117407,brown
26142,26615,41400,Roosevelt,2016-09-01,11857.7,9727.8,7486.6,325355,red
26143,26616,40090,Damen-Brown,2016-09-01,3114.0,1690.3,1193.6,78123,brown
26144,26617,40760,Granville,2016-09-01,4419.2,3823.8,2757.8,121888,red
26145,26618,40810,Medical Center,2016-08-01,2843.4,970.8,828.3,72594,blue
26146,26619,41020,Logan Square,2016-10-01,7722.0,4479.6,3585.2,202487,blue
26148,26621,40820,Rosemont,2016-09-01,6864.7,4774.3,3626.2,181386,blue
26149,26622,41200,Argyle,2016-09-01,3401.0,2576.0,2065.0,92049,red
26150,26623,40870,Francisco,2016-09-01,1772.5,944.5,653.0,44265,brown
26151,26624,41220,Fullerton,2016-10-01,15529.7,11470.2,8532.6,426137,red
26152,26625,40350,UIC-Halsted,2016-08-01,5142.5,2008.3,1677.3,133019,blue
26154,26627,41320,Belmont-North Main,2016-10-01,13772.1,14920.4,11123.2,419433,red
26155,26628,40190,Sox-35th-Dan Ryan,2016-10-01,4920.3,3742.8,3311.6,138598,red
26156,26629,41350,Oak Park-Lake,2016-10-01,1645.5,891.0,663.8,42329,green
26157,26630,41090,Monroe/State,2016-10-01,11969.9,6129.0,4876.2,306393,red
26159,26632,40880,Thorndale,2016-09-01,3367.5,2236.0,1693.8,88131,red
26160,26633,40180,Oak Park-Forest Park,2016-10-01,2036.2,776.2,598.2,49632,blue
26161,26634,41170,Garfield-Dan Ryan,2016-10-01,3747.4,3221.4,2112.6,105366,red
26162,26635,40180,Oak Park-Forest Park,2016-08-01,1905.3,745.8,601.0,49210,blue
26164,26637,40630,Clark/Division,2016-09-01,8490.7,6976.3,5424.6,233332,red
26165,26638,41420,Addison-North Main,2016-09-01,9866.5,12199.5,9368.6,302838,red
26166,26639,41020,Logan Square,2016-08-01,7241.2,4309.0,3389.5,197341,blue
26168,26641,40280,Central-Lake,2016-08-01,1992.4,1363.0,1072.8,55569,green
26169,26642,40040,Quincy/Wells,2016-09-01,8177.6,1923.0,1654.4,187694,brown
26170,26643,41120,35-Bronzeville-IIT,2016-09-01,2132.9,1585.3,968.6,55974,green
26172,26645,40750,Harlem-O'Hare,2016-08-01,2957.8,1482.3,1150.3,78560,blue
26173,26646,40160,LaSalle/Van Buren,2016-09-01,2997.9,709.5,473.2,68159,brown
26176,26649,41070,Kedzie-Lake,2016-10-01,1613.2,916.0,742.2,42168,green
26177,26650,40590,Damen/Milwaukee,2016-10-01,7047.4,5405.2,4192.4,195984,blue
26178,26651,40790,Monroe/Dearborn,2016-08-01,8178.9,2399.0,2209.3,206547,blue
26179,26652,40820,Rosemont,2016-10-01,6960.6,5159.4,3835.8,191148,blue
26180,26653,40680,Adams/Wabash,2016-09-01,9930.5,3509.5,2843.6,236796,green
26181,26654,40230,Cumberland,2016-08-01,4882.4,2578.3,1903.5,130222,blue
26184,26657,41500,Montrose-Brown,2016-10-01,3031.3,1816.8,1230.0,78892,brown
26185,26658,40900,Howard,2016-09-01,6102.7,4578.3,3435.0,163645,red
26186,26659,40220,Western-Forest Park,2016-10-01,1890.0,1210.0,872.8,50103,blue
26187,26660,40070,Jackson/Dearborn,2016-08-01,7299.8,3327.8,2804.5,192424,blue
26188,26661,41510,Morgan-Lake,2016-09-01,2896.8,1812.0,1274.8,74454,green
26190,26663,40190,Sox-35th-Dan Ryan,2016-08-01,4962.7,5106.8,4338.8,151925,red
26191,26664,40030,Pulaski-Lake,2016-08-01,1406.3,981.5,751.8,39278,green
26192,26665,40750,Harlem-O'Hare,2016-09-01,2768.8,1361.3,978.0,68479,blue
26193,26666,40010,Austin-Forest Park,2016-09-01,2306.4,1069.5,814.4,56784,blue
26194,26667,40170,Ashland-Lake,2016-10-01,2654.6,1412.6,1047.2,68045,green
26195,26668,40080,Sheridan,2016-09-01,6110.1,4321.0,3122.0,161206,red
26199,26672,41200,Argyle,2016-08-01,3194.6,2334.5,1941.0,90577,red
26200,26673,40720,East 63rd-Cottage Grove,2016-08-01,1145.7,773.0,547.5,31634,green
26201,26674,40770,Lawrence,2016-08-01,3328.6,2377.5,1949.0,93864,red
26203,26676,40240,79th,2016-08-01,7069.7,5097.3,4253.5,200006,red
26204,26677,40990,69th,2016-10-01,5728.8,4348.0,3328.2,158686,red
26205,26678,40900,Howard,2016-10-01,6063.9,5083.6,3694.8,171234,red
26206,26679,40280,Central-Lake,2016-10-01,2172.4,1349.8,1098.6,57862,green
26207,26680,41340,LaSalle,2016-09-01,3654.6,1480.3,1229.0,88812,blue
26211,26684,40480,Cicero-Lake,2016-08-01,1299.3,918.5,698.0,36351,green
26213,26686,41310,Paulina,2016-09-01,2872.1,1745.8,1057.4,72584,brown
26215,26689,41010,Rockwell,2016-09-01,1977.8,1031.0,708.0,49197,brown
26216,26690,40980,Harlem-Forest Park,2016-08-01,1270.0,700.8,558.8,34249,blue
26218,26692,40810,Medical Center,2016-10-01,3785.5,1433.0,995.2,91637,blue
26219,26693,40010,Austin-Forest Park,2016-10-01,2261.2,1049.2,770.4,56583,blue
26220,26694,41080,47th-South Elevated,2016-09-01,1275.7,845.8,591.6,33130,green
26221,26695,40360,Southport,2016-09-01,3774.3,2942.3,1961.8,100838,brown
26224,26698,41670,Conservatory,2016-09-01,1027.0,715.8,568.0,27270,green
26225,26699,41380,Bryn Mawr,2016-08-01,4729.8,3528.8,2872.8,134391,red
26226,26700,41080,47th-South Elevated,2016-10-01,1247.7,805.6,606.2,33261,green
26231,26705,41430,87th,2016-09-01,4471.1,3351.3,2658.6,120592,red
26232,26706,40550,Irving Park-O'Hare,2016-10-01,4369.0,2463.2,2017.4,114151,blue
26233,26707,41450,Chicago/State,2016-10-01,16576.2,14910.6,11117.8,478243,red
26234,26708,41070,Kedzie-Lake,2016-09-01,1677.1,1021.3,781.4,43211,green
26235,26709,40920,Pulaski-Forest Park,2016-09-01,1985.6,1507.3,1253.2,53992,blue
26236,26710,40100,Morse,2016-08-01,4679.5,3742.0,3187.5,135346,red
26237,26711,41280,Jefferson Park,2016-09-01,7599.6,4060.5,3297.0,192319,blue
26238,26712,40340,Berwyn,2016-09-01,3648.8,2888.0,2248.4,99419,red
26239,26713,41440,Addison-Brown,2016-08-01,2313.5,1214.0,922.3,61756,brown
26240,26714,40170,Ashland-Lake,2016-08-01,2325.0,1318.8,953.5,62564,green
26241,26715,40070,Jackson/Dearborn,2016-09-01,8250.9,3703.8,2681.0,201489,blue
26243,26717,41420,Addison-North Main,2016-10-01,8936.6,18568.8,12319.6,342111,red
26244,26718,41460,Irving Park-Brown,2016-09-01,3302.6,1799.0,1219.8,82649,brown
26248,26722,40710,Chicago/Franklin,2016-08-01,6876.9,2434.5,1592.3,174275,brown
26249,26723,41410,Chicago/Milwaukee,2016-08-01,4080.3,1949.8,1608.8,108082,blue
26250,26724,41120,35-Bronzeville-IIT,2016-08-01,1746.3,1153.5,893.3,48353,green
26252,26726,40480,Cicero-Lake,2016-09-01,1417.6,927.3,717.4,37065,green
26253,26727,41320,Belmont-North Main,2016-08-01,12394.6,10744.3,8624.8,362552,red
26254,26728,40090,Damen-Brown,2016-10-01,3126.1,1876.8,1266.8,81367,brown
26255,26729,41160,Clinton-Lake,2016-10-01,4424.0,1504.6,1279.2,106823,green
26256,26731,41450,Chicago/State,2016-08-01,16379.1,12909.3,10441.5,470122,red
26257,26732,41300,Loyola,2016-10-01,6155.0,4729.2,3216.0,168980,red
26259,26734,40680,Adams/Wabash,2016-08-01,9098.0,3117.3,2562.3,231972,green
26260,26735,41360,California-Lake,2016-10-01,1162.1,633.8,529.4,30221,green
26262,26737,40380,Clark/Lake,2016-09-01,21534.3,6678.3,5817.8,508022,blue
26264,26739,40020,Harlem-Lake,2016-10-01,3988.6,2473.4,1809.4,105175,green
26265,26740,41340,LaSalle,2016-10-01,3789.5,1646.2,1602.2,95822,blue
26266,26741,40260,State/Lake,2016-09-01,11370.2,5195.8,4383.8,281477,green
26268,26743,40650,North/Clybourn,2016-10-01,6440.1,6024.8,4459.2,187663,red
26269,26744,41180,Kedzie-Brown,2016-09-01,2155.3,1540.8,1154.0,57195,brown
26270,26745,41190,Jarvis,2016-10-01,1784.0,1271.0,979.8,48719,red
26271,26746,40750,Harlem-O'Hare,2016-10-01,3027.0,1460.4,1090.8,76323,blue
26274,26749,40660,Armitage,2016-08-01,3979.6,2333.0,1667.8,107534,brown
26275,26750,41290,Kimball,2016-09-01,4506.6,2816.3,2036.2,116084,brown
26276,26751,40720,East 63rd-Cottage Grove,2016-09-01,1242.0,730.8,650.6,32258,green
26277,26752,41300,Loyola,2016-09-01,6320.0,5586.5,3725.0,173690,red
26278,26753,40890,O'Hare Airport,2016-08-01,12280.2,10134.5,11282.8,368114,blue
26279,26754,40100,Morse,2016-10-01,5045.6,3671.0,2972.6,139176,red
26280,26755,41160,Clinton-Lake,2016-09-01,4353.3,1547.5,1145.6,103338,green
26282,26757,40870,Francisco,2016-10-01,1753.3,1041.4,708.8,45570,brown
26283,26758,40800,Sedgwick,2016-08-01,4114.9,2757.5,2576.3,115977,brown
26284,26759,40250,Kedzie-Homan-Forest Park,2016-09-01,2495.5,1751.5,1418.8,66506,blue
26286,26761,40660,Armitage,2016-09-01,4594.9,2489.3,1732.2,115110,brown
26287,26762,41490,Harrison,2016-09-01,5025.9,4008.8,2737.0,135264,red
26288,26763,40670,Western/Milwaukee,2016-10-01,5651.5,2817.8,2245.4,143997,blue
26289,26764,40350,UIC-Halsted,2016-10-01,8277.0,2645.6,2741.8,200754,blue
26290,26765,41410,Chicago/Milwaukee,2016-10-01,4491.7,2171.0,1653.4,113447,blue
26291,26766,40540,Wilson,2016-09-01,6461.6,4198.3,2941.0,167191,red
26292,26767,41660,Lake/State,2016-10-01,23174.9,16713.4,11618.6,628332,red
26294,26769,40330,Grand/State,2016-09-01,12176.6,12703.8,9996.0,356503,red
26295,26770,40450,95th/Dan Ryan,2016-08-01,10562.5,6817.8,5669.3,292886,red
26298,26773,40570,California/Milwaukee,2016-09-01,5587.4,3253.8,2452.2,142612,blue
26302,26777,40330,Grand/State,2016-10-01,12455.9,14133.2,10985.2,387165,red
26304,26779,40060,Belmont-O'Hare,2016-08-01,5645.5,3554.0,2887.0,155611,blue
26305,26780,41490,Harrison,2016-10-01,5286.4,4677.6,3717.0,152987,red
26306,26781,41240,Addison-O'Hare,2016-09-01,3270.1,1648.5,1225.8,81396,blue
26307,26782,41330,Montrose-O'Hare,2016-10-01,2872.9,1384.2,1064.0,72572,blue
26308,26783,40710,Chicago/Franklin,2016-10-01,7268.4,3149.2,2212.2,179444,brown
26309,26784,41260,Austin-Lake,2016-10-01,2075.9,1241.4,892.4,54262,green
26310,26785,40800,Sedgwick,2016-10-01,4152.2,2862.0,2699.2,115003,brown
26311,26786,41510,Morgan-Lake,2016-08-01,2909.4,1650.5,1207.5,78348,green
26312,26787,41190,Jarvis,2016-08-01,1679.7,1357.8,1100.0,48465,red
26313,26788,40510,Garfield-South Elevated,2016-08-01,1353.4,992.5,666.3,37764,green
26314,26789,41330,Montrose-O'Hare,2016-08-01,2664.1,1287.3,1073.0,70716,blue
26315,26790,40020,Harlem-Lake,2016-09-01,3996.1,2579.0,1938.0,103925,green
26316,26791,41210,Wellington,2016-09-01,3367.0,1726.3,1115.6,83191,brown
26318,26793,40030,Pulaski-Lake,2016-09-01,1517.3,1030.0,779.2,39879,green
26320,26795,41340,LaSalle,2016-08-01,2940.2,1345.8,1130.0,77528,blue
26321,26796,40280,Central-Lake,2016-09-01,2141.2,1406.0,1092.4,56051,green
26322,26797,41430,87th,2016-10-01,4499.2,3341.8,2771.2,125049,red
26323,26798,40370,Washington/Dearborn,2016-10-01,13007.8,7017.6,5538.6,335944,blue
26324,26799,40250,Kedzie-Homan-Forest Park,2016-10-01,2381.1,1565.6,1244.8,64056,blue
26325,26800,41430,87th,2016-08-01,4241.7,3237.3,2560.0,120747,red
26326,26801,41670,Conservatory,2016-08-01,881.2,703.3,539.3,25238,green
26327,26802,40880,Thorndale,2016-08-01,2801.3,2247.3,1696.8,80207,red
26328,26803,40550,Irving Park-O'Hare,2016-09-01,4429.3,2514.5,1899.4,112571,blue
26329,26804,40920,Pulaski-Forest Park,2016-08-01,1897.5,1500.5,1350.5,55046,blue
26330,26805,40450,95th/Dan Ryan,2016-09-01,11511.4,7167.8,5657.6,298698,red
26331,26806,41000,Cermak-Chinatown,2016-10-01,4650.3,5718.8,5074.2,151622,red
26333,26808,40940,Halsted/63rd,2016-10-01,741.6,382.0,303.8,19002,green
26334,26809,41670,Conservatory,2016-10-01,996.1,663.2,508.8,26778,green
26335,26810,40510,Garfield-South Elevated,2016-09-01,1392.3,876.8,703.2,36261,green
26337,26812,41230,47th-Dan Ryan,2016-08-01,3135.0,2288.8,1895.5,88842,red
26338,26813,41230,47th-Dan Ryan,2016-09-01,3388.5,2447.3,1857.2,90233,red
26339,26814,40480,Cicero-Lake,2016-10-01,1411.5,920.2,729.4,37890,green
26340,26815,41220,Fullerton,2016-09-01,15067.9,9672.3,7164.0,390934,red
26341,26816,40380,Clark/Lake,2016-08-01,21285.2,6353.0,5979.0,538887,blue
26342,26817,40730,Washington/Wells,2016-10-01,8822.0,1702.6,1463.2,201090,brown
26343,26818,40540,Wilson,2016-08-01,5331.5,3705.0,2832.5,148775,red
26344,26819,40340,Berwyn,2016-10-01,3700.1,3005.6,2304.0,104250,red
26345,26820,40510,Garfield-South Elevated,2016-10-01,1427.5,984.8,737.8,38591,green
26346,26821,40920,Pulaski-Forest Park,2016-10-01,1911.2,1456.4,1175.6,53295,blue
26347,26823,41160,Clinton-Lake,2016-08-01,4226.6,1343.0,1006.3,106609,green
26348,26824,40560,Jackson/State,2016-10-01,12569.6,5445.4,4748.8,314932,red
26350,26826,41440,Addison-Brown,2016-09-01,2810.4,1328.0,902.6,68844,brown
26351,26827,41090,Monroe/State,2016-09-01,11840.2,5495.8,3993.8,290597,red
26352,26828,40890,O'Hare Airport,2016-09-01,12202.9,10372.8,11478.6,355144,blue
26354,26830,40700,Laramie,2016-09-01,1320.3,830.8,660.4,34351,green
26355,26831,40610,Ridgeland,2016-10-01,1434.0,595.8,415.2,35170,green
26356,26832,41460,Irving Park-Brown,2016-08-01,3105.7,1669.0,1179.0,82823,brown
26359,26835,41280,Jefferson Park,2016-10-01,7509.3,3884.2,3030.4,192268,blue
26360,26836,41500,Montrose-Brown,2016-08-01,2795.5,1650.5,1180.8,75622,brown
26362,26838,40940,Halsted/63rd,2016-08-01,613.6,391.3,271.5,16764,green
26363,26839,40630,Clark/Division,2016-10-01,8612.6,8004.8,6636.6,254072,red
26364,26840,41280,Jefferson Park,2016-08-01,7054.0,3896.3,3235.0,190767,blue
26365,26841,40890,O'Hare Airport,2016-10-01,12571.4,11047.8,10875.2,373614,blue
26366,26842,41400,Roosevelt,2016-10-01,11954.1,10162.2,10050.2,352099,red
26367,26843,40910,63rd-Dan Ryan,2016-09-01,3570.7,2435.5,2038.6,94919,red
26368,26844,41500,Montrose-Brown,2016-09-01,2953.2,1750.8,1188.6,74964,brown
26369,26845,40190,Sox-35th-Dan Ryan,2016-09-01,5726.2,5183.8,3778.2,159876,red
26370,26846,40790,Monroe/Dearborn,2016-10-01,8700.0,2695.6,2743.2,209895,blue
26372,26848,40570,California/Milwaukee,2016-10-01,5664.0,3333.8,2570.2,148463,blue
26373,26849,40720,East 63rd-Cottage Grove,2016-10-01,1241.6,743.2,602.2,32801,green
26374,26850,41240,Addison-O'Hare,2016-08-01,3064.3,1162.3,939.8,78886,blue
26375,26851,40590,Damen/Milwaukee,2016-08-01,6831.0,4836.5,4050.5,192661,blue
26376,26852,40790,Monroe/Dearborn,2016-09-01,8477.1,2594.8,2215.0,199473,blue
26378,26854,40320,Division/Milwaukee,2016-10-01,6655.2,3606.8,2886.4,172226,blue
26379,26855,40360,Southport,2016-10-01,3849.6,3514.2,2242.2,109624,brown
26380,26856,40680,Adams/Wabash,2016-10-01,10227.1,4767.0,5029.2,263750,green
26381,26857,41220,Fullerton,2016-08-01,9905.4,7148.3,5875.5,279919,red
26384,26860,40220,Western-Forest Park,2016-08-01,1508.7,1050.5,855.3,42323,blue
26385,26861,40730,Washington/Wells,2016-08-01,8578.5,2662.8,1990.3,215918,brown
