,Unnamed: 0,station_id,stationame,month_beginning,avg_weekday_rides,avg_saturday_rides,avg_sunday_holiday_rides,monthtotal,line
15007,15321,40900,Howard,2010-01-01,5836.3,3751.6,2684.2,151589,red
15008,15322,41190,Jarvis,2010-01-01,1387.9,1095.6,820.5,38158,red
15009,15323,40100,Morse,2010-01-01,3938.0,2800.0,2097.0,105342,red
15010,15324,41300,Loyola,2010-01-01,4774.8,3495.2,2363.0,127150,red
15011,15325,40760,Granville,2010-01-01,3413.0,2662.0,1936.3,93188,red
15012,15326,40880,Thorndale,2010-01-01,2713.1,1707.6,1296.0,70576,red
15013,15327,41380,Bryn Mawr,2010-01-01,4414.9,2924.6,2086.0,115436,red
15014,15328,40340,Berwyn,2010-01-01,3194.5,2205.0,1637.3,84739,red
15015,15329,41200,Argyle,2010-01-01,2507.4,1885.6,1412.0,68048,red
15016,15330,40770,Lawrence,2010-01-01,3089.5,2218.8,1699.7,83082,red
15017,15331,40540,Wilson,2010-01-01,5623.6,3359.4,2093.5,141829,red
15018,15332,40080,Sheridan,2010-01-01,4695.2,3111.2,2333.0,123458,red
15019,15333,41420,Addison-North Main,2010-01-01,5571.4,4393.4,3502.0,154407,red
15020,15334,41320,Belmont-North Main,2010-01-01,10220.2,8193.2,5860.8,280534,red
15021,15335,41220,Fullerton,2010-01-01,13206.2,7209.8,4997.8,330159,red
15022,15336,40650,North/Clybourn,2010-01-01,4192.3,3567.4,2428.0,116250,red
15023,15337,40630,Clark/Division,2010-01-01,6710.3,5210.4,3743.0,182716,red
15024,15338,41450,Chicago/State,2010-01-01,12178.2,9963.2,6993.8,335342,red
15025,15339,40330,Grand/State,2010-01-01,6971.6,6892.4,5461.7,206664,red
15026,15340,41660,Lake/State,2010-01-01,15913.6,8247.0,5271.5,391135,red
15027,15341,41090,Monroe/State,2010-01-01,8688.6,3312.8,2038.3,202566,red
15028,15342,40560,Jackson/State,2010-01-01,12193.9,3587.6,2364.2,276000,red
15029,15343,41490,Harrison,2010-01-01,3104.3,2258.8,1476.8,82240,red
15030,15344,41400,Roosevelt,2010-01-01,8880.6,6626.8,4806.8,239586,red
15031,15345,41000,Cermak-Chinatown,2010-01-01,2878.5,2657.4,1942.8,82514,red
15032,15346,40190,Sox-35th-Dan Ryan,2010-01-01,3867.4,2536.6,1811.2,100898,red
15033,15347,41230,47th-Dan Ryan,2010-01-01,3171.0,2062.4,1519.7,82850,red
15034,15348,41170,Garfield-Dan Ryan,2010-01-01,3886.1,2838.0,2011.8,103982,red
15035,15349,40910,63rd-Dan Ryan,2010-01-01,3638.4,2467.4,1830.5,96087,red
15036,15350,40990,69th,2010-01-01,5531.4,3890.0,2831.2,147065,red
15037,15351,40240,79th,2010-01-01,7550.2,5304.6,3746.8,200007,red
15038,15352,41430,87th,2010-01-01,4784.3,3240.8,2232.0,125282,red
15039,15353,40450,95th/Dan Ryan,2010-01-01,12454.2,7285.4,5432.8,318107,red
15049,15363,40890,O'Hare Airport,2010-01-01,7242.2,5851.8,6394.0,212466,blue
15050,15364,40820,Rosemont,2010-01-01,3709.6,1410.8,980.3,87128,blue
15051,15365,40230,Cumberland,2010-01-01,3998.3,1460.8,1076.8,93731,blue
15052,15366,40750,Harlem-O'Hare,2010-01-01,2528.5,948.0,625.3,59061,blue
15053,15367,41280,Jefferson Park,2010-01-01,5602.0,2521.2,2019.3,136762,blue
15054,15368,41330,Montrose-O'Hare,2010-01-01,1758.5,713.2,501.2,41743,blue
15055,15369,40550,Irving Park-O'Hare,2010-01-01,3777.0,1772.6,1323.0,92340,blue
15056,15370,41240,Addison-O'Hare,2010-01-01,2257.0,820.6,580.8,52728,blue
15057,15371,40060,Belmont-O'Hare,2010-01-01,4293.7,2295.4,1660.8,107316,blue
15058,15372,41020,Logan Square,2010-01-01,5471.0,2802.2,1931.3,135019,blue
15059,15373,40570,California/Milwaukee,2010-01-01,3641.8,1813.2,1396.5,90281,blue
15060,15374,40670,Western/Milwaukee,2010-01-01,4057.0,1818.8,1344.5,98300,blue
15061,15375,40590,Damen/Milwaukee,2010-01-01,4611.4,2640.4,1887.3,116754,blue
15062,15376,40320,Division/Milwaukee,2010-01-01,4829.7,2240.8,1573.5,117238,blue
15063,15377,41410,Chicago/Milwaukee,2010-01-01,3289.9,1399.2,986.8,78714,blue
15064,15378,40490,Grand/Milwaukee,2010-01-01,1741.3,773.8,642.5,42549,blue
15065,15379,40370,Washington/Dearborn,2010-01-01,7119.1,2104.4,1270.2,160524,blue
15066,15380,40790,Monroe/Dearborn,2010-01-01,5143.7,1119.2,748.5,112961,blue
15067,15381,40070,Jackson/Dearborn,2010-01-01,6962.4,1975.2,1305.2,156954,blue
15068,15382,41340,LaSalle,2010-01-01,2435.8,663.4,441.8,54684,blue
15069,15383,40430,Clinton-Forest Park,2010-01-01,2800.6,844.0,718.2,64541,blue
15070,15384,40350,UIC-Halsted,2010-01-01,4793.3,1418.6,852.3,108072,blue
15072,15386,40810,Medical Center,2010-01-01,2823.7,870.6,559.7,64185,blue
15073,15387,40220,Western-Forest Park,2010-01-01,1346.1,700.4,518.7,33536,blue
15074,15388,40250,Kedzie-Homan-Forest Park,2010-01-01,1727.1,939.8,778.2,43910,blue
15075,15389,40920,Pulaski-Forest Park,2010-01-01,1487.6,1021.6,891.5,40209,blue
15076,15390,40970,Cicero-Forest Park,2010-01-01,1138.3,709.2,549.3,29608,blue
15077,15391,40010,Austin-Forest Park,2010-01-01,1699.1,670.0,545.8,40607,blue
15078,15392,40180,Oak Park-Forest Park,2010-01-01,1548.4,488.4,312.5,35285,blue
15079,15393,40980,Harlem-Forest Park,2010-01-01,896.5,429.0,290.8,21819,blue
15092,15406,40020,Harlem-Lake,2010-01-01,3348.8,1792.8,1150.2,82841,green
15093,15407,41350,Oak Park-Lake,2010-01-01,1452.8,612.2,433.7,34719,green
15094,15408,40610,Ridgeland,2010-01-01,1274.4,413.0,264.5,29139,green
15095,15409,41260,Austin-Lake,2010-01-01,1927.1,966.2,654.5,47300,green
15096,15410,40280,Central-Lake,2010-01-01,2370.2,1396.6,1018.7,60498,green
15097,15411,40700,Laramie,2010-01-01,1355.4,755.0,552.8,34199,green
15098,15412,40480,Cicero-Lake,2010-01-01,1366.0,889.4,638.3,35596,green
15099,15413,40030,Pulaski-Lake,2010-01-01,1909.2,1134.2,831.3,48843,green
15100,15414,41670,Conservatory,2010-01-01,792.7,476.6,321.2,20164,green
15101,15415,41070,Kedzie-Lake,2010-01-01,1366.7,768.0,582.3,34667,green
15102,15416,41360,California-Lake,2010-01-01,1053.2,566.8,388.0,26225,green
15103,15417,40170,Ashland-Lake,2010-01-01,2273.1,952.2,606.3,53861,green
15104,15418,41160,Clinton-Lake,2010-01-01,4066.7,1224.0,788.0,92182,green
15105,15419,41120,35-Bronzeville-IIT,2010-01-01,1915.6,939.2,626.3,46765,green
15108,15422,41080,47th-South Elevated,2010-01-01,1255.0,778.6,513.8,32075,green
15110,15424,40510,Garfield-South Elevated,2010-01-01,1191.2,693.8,486.3,30211,green
15112,15426,40720,East 63rd-Cottage Grove,2010-01-01,1193.3,662.0,461.3,29944,green
15113,15427,40940,Halsted/63rd,2010-01-01,850.5,438.6,300.0,21002,green
15115,15429,41290,Kimball,2010-01-01,3692.5,2164.0,1401.7,93080,brown
15116,15430,41180,Kedzie-Brown,2010-01-01,1713.8,1124.4,792.7,44653,brown
15117,15431,40870,Francisco,2010-01-01,1304.1,639.8,411.0,31746,brown
15118,15432,41010,Rockwell,2010-01-01,1594.8,788.6,502.2,38852,brown
15119,15433,41480,Western-Brown,2010-01-01,3524.0,2213.0,1409.7,90003,brown
15120,15434,40090,Damen-Brown,2010-01-01,1992.9,1084.0,695.5,49450,brown
15121,15435,41500,Montrose-Brown,2010-01-01,2243.8,1230.0,793.5,55786,brown
15122,15436,41460,Irving Park-Brown,2010-01-01,2385.7,1262.4,869.5,59242,brown
15123,15437,41440,Addison-Brown,2010-01-01,2181.0,1034.4,645.2,52662,brown
15124,15438,41310,Paulina,2010-01-01,2274.0,1330.8,852.3,57247,brown
15125,15439,40360,Southport,2010-01-01,2785.1,1550.6,981.3,69343,brown
15126,15440,41210,Wellington,2010-01-01,2240.6,1049.8,665.5,54053,brown
15127,15441,40530,Diversey,2010-01-01,4729.5,2494.8,1654.0,116987,brown
15128,15442,40660,Armitage,2010-01-01,3820.7,1762.4,1128.7,91998,brown
15129,15443,40800,Sedgwick,2010-01-01,3248.9,1829.0,1277.5,81787,brown
15130,15444,40710,Chicago/Franklin,2010-01-01,5275.0,2305.0,1403.7,125446,brown
15131,15445,40460,Merchandise Mart,2010-01-01,5923.9,1368.8,661.5,129291,brown
15139,15453,40730,Washington/Wells,2010-01-01,6601.8,1101.0,588.8,141074,brown
15140,15454,40040,Quincy/Wells,2010-01-01,7086.7,1387.8,1058.0,155021,brown
15141,15455,40160,LaSalle/Van Buren,2010-01-01,3112.7,436.6,298.2,66225,brown
15142,15456,40850,Library,2010-01-01,3742.2,1493.8,980.3,88194,brown
15143,15457,40680,Adams/Wabash,2010-01-01,7075.1,2242.6,1440.0,161355,green
15144,15460,40260,State/Lake,2010-01-01,8016.1,3990.2,2776.8,196934,green
15145,15461,40380,Clark/Lake,2010-01-01,16933.0,4062.0,2797.7,375756,blue
15146,15462,40900,Howard,2010-02-01,6072.9,4040.8,3023.5,149714,red
15147,15463,41190,Jarvis,2010-02-01,1468.1,1164.3,895.5,37601,red
15148,15464,40100,Morse,2010-02-01,4188.8,3124.5,2440.5,106036,red
15149,15465,41300,Loyola,2010-02-01,5590.1,4492.0,3090.0,142130,red
15150,15466,40760,Granville,2010-02-01,3836.9,3255.0,2291.0,98921,red
15151,15467,40880,Thorndale,2010-02-01,2829.6,1937.5,1476.3,70247,red
15152,15468,41380,Bryn Mawr,2010-02-01,4634.2,3198.0,2339.3,114833,red
15153,15469,40340,Berwyn,2010-02-01,3339.0,2412.0,1933.8,84162,red
15154,15470,41200,Argyle,2010-02-01,2622.8,2132.5,1530.8,67109,red
15155,15471,40770,Lawrence,2010-02-01,3236.7,2561.8,1869.8,82459,red
15156,15472,40540,Wilson,2010-02-01,6345.5,3951.8,2393.0,152289,red
15157,15473,40080,Sheridan,2010-02-01,4979.8,3412.8,2450.5,123048,red
15158,15474,41420,Addison-North Main,2010-02-01,5859.7,5182.0,4197.0,154709,red
15159,15475,41320,Belmont-North Main,2010-02-01,10721.0,9456.3,6978.8,280160,red
15160,15476,41220,Fullerton,2010-02-01,13331.0,8472.0,6403.8,326122,red
15161,15477,40650,North/Clybourn,2010-02-01,4278.4,3785.5,2843.8,112084,red
15162,15478,40630,Clark/Division,2010-02-01,7115.7,5985.8,4486.5,184202,red
15163,15479,41450,Chicago/State,2010-02-01,13110.6,11651.3,8113.8,341271,red
15164,15480,40330,Grand/State,2010-02-01,7269.0,8187.3,6162.8,202780,red
15165,15481,41660,Lake/State,2010-02-01,16624.0,9581.8,6343.8,396182,red
15166,15482,41090,Monroe/State,2010-02-01,9211.4,4119.3,2488.0,210657,red
15167,15483,40560,Jackson/State,2010-02-01,12647.5,4615.3,2935.8,283154,red
15168,15484,41490,Harrison,2010-02-01,4329.3,3419.8,2147.3,108854,red
15169,15485,41400,Roosevelt,2010-02-01,9707.7,7628.0,5915.3,248327,red
15170,15486,41000,Cermak-Chinatown,2010-02-01,3173.5,3659.0,3800.0,93306,red
15171,15487,40190,Sox-35th-Dan Ryan,2010-02-01,4109.7,3146.3,2238.5,103732,red
15172,15488,41230,47th-Dan Ryan,2010-02-01,3253.9,2299.3,1741.5,81241,red
15173,15489,41170,Garfield-Dan Ryan,2010-02-01,4001.9,3202.3,2165.3,101507,red
15174,15490,40910,63rd-Dan Ryan,2010-02-01,3713.4,2686.0,2110.5,93453,red
15175,15491,40990,69th,2010-02-01,5600.7,4276.5,3236.8,142067,red
15176,15492,40240,79th,2010-02-01,7719.1,5866.0,4400.0,195446,red
15177,15493,41430,87th,2010-02-01,4979.8,3772.5,2813.3,125938,red
15178,15494,40450,95th/Dan Ryan,2010-02-01,12742.0,7816.0,5920.5,309785,red
15188,15504,40890,O'Hare Airport,2010-02-01,7230.8,5662.3,6286.0,192409,blue
15189,15505,40820,Rosemont,2010-02-01,3798.7,1723.3,1192.0,87634,blue
15190,15506,40230,Cumberland,2010-02-01,4159.6,1702.5,1214.3,94858,blue
15191,15507,40750,Harlem-O'Hare,2010-02-01,2570.3,1048.5,682.3,58328,blue
15192,15508,41280,Jefferson Park,2010-02-01,5637.4,2647.0,1982.3,131264,blue
15193,15509,41330,Montrose-O'Hare,2010-02-01,1898.6,770.3,559.8,43292,blue
15194,15510,40550,Irving Park-O'Hare,2010-02-01,3867.9,1924.8,1389.3,90614,blue
15195,15511,41240,Addison-O'Hare,2010-02-01,2318.6,881.8,660.5,52540,blue
15196,15512,40060,Belmont-O'Hare,2010-02-01,4470.9,2478.8,1846.0,106717,blue
15197,15513,41020,Logan Square,2010-02-01,5769.4,3129.0,2233.0,136835,blue
15198,15514,40570,California/Milwaukee,2010-02-01,3886.1,2177.8,1585.5,92775,blue
15199,15515,40670,Western/Milwaukee,2010-02-01,4251.7,2097.3,1577.5,99732,blue
15200,15516,40590,Damen/Milwaukee,2010-02-01,4906.0,3144.5,2309.8,119937,blue
15201,15517,40320,Division/Milwaukee,2010-02-01,5174.8,2566.0,1890.8,121323,blue
15202,15518,41410,Chicago/Milwaukee,2010-02-01,3484.6,1559.5,1155.8,80553,blue
15203,15519,40490,Grand/Milwaukee,2010-02-01,1825.7,867.3,611.8,42429,blue
15204,15520,40370,Washington/Dearborn,2010-02-01,7236.9,2522.5,1545.5,161009,blue
15205,15521,40790,Monroe/Dearborn,2010-02-01,5559.6,1517.0,971.0,121144,blue
15206,15522,40070,Jackson/Dearborn,2010-02-01,7451.6,2491.0,1696.0,165779,blue
15207,15523,41340,LaSalle,2010-02-01,2843.7,827.5,603.8,62598,blue
15208,15524,40430,Clinton-Forest Park,2010-02-01,2868.3,945.0,801.3,64351,blue
15209,15525,40350,UIC-Halsted,2010-02-01,5800.5,1813.8,1116.5,127730,blue
15211,15527,40810,Medical Center,2010-02-01,3087.1,1035.8,638.0,68437,blue
15212,15528,40220,Western-Forest Park,2010-02-01,1416.6,814.0,590.8,33951,blue
15213,15529,40250,Kedzie-Homan-Forest Park,2010-02-01,1821.3,1051.0,835.3,43971,blue
15214,15530,40920,Pulaski-Forest Park,2010-02-01,1583.9,1182.5,947.5,40198,blue
15215,15531,40970,Cicero-Forest Park,2010-02-01,1156.9,767.0,600.5,28608,blue
15216,15532,40010,Austin-Forest Park,2010-02-01,1742.4,810.3,616.5,40554,blue
15217,15533,40180,Oak Park-Forest Park,2010-02-01,1599.7,529.5,371.0,35595,blue
15218,15534,40980,Harlem-Forest Park,2010-02-01,927.2,470.5,333.3,21759,blue
15231,15547,40020,Harlem-Lake,2010-02-01,3447.7,2082.3,1438.8,83037,green
15232,15548,41350,Oak Park-Lake,2010-02-01,1492.8,698.8,507.0,34678,green
15233,15549,40610,Ridgeland,2010-02-01,1297.2,473.3,293.8,29012,green
15234,15550,41260,Austin-Lake,2010-02-01,1968.4,1052.3,740.5,46538,green
15235,15551,40280,Central-Lake,2010-02-01,2393.1,1502.0,1145.0,58449,green
15236,15552,40700,Laramie,2010-02-01,1354.4,853.0,619.0,32975,green
15237,15553,40480,Cicero-Lake,2010-02-01,1406.5,922.5,698.3,34613,green
15238,15554,40030,Pulaski-Lake,2010-02-01,1923.0,1273.0,972.0,47439,green
15239,15555,41670,Conservatory,2010-02-01,803.1,568.0,370.5,19816,green
15240,15556,41070,Kedzie-Lake,2010-02-01,1411.7,874.5,637.8,34283,green
15241,15557,41360,California-Lake,2010-02-01,1091.5,627.8,456.5,26167,green
15242,15558,40170,Ashland-Lake,2010-02-01,2297.8,1055.0,712.5,53026,green
15243,15559,41160,Clinton-Lake,2010-02-01,4166.2,1382.5,962.0,92701,green
15244,15560,41120,35-Bronzeville-IIT,2010-02-01,2018.7,1252.5,813.8,48639,green
15247,15563,41080,47th-South Elevated,2010-02-01,1323.8,913.3,584.5,32466,green
15249,15565,40510,Garfield-South Elevated,2010-02-01,1214.7,769.8,535.8,29516,green
15251,15567,40720,East 63rd-Cottage Grove,2010-02-01,1196.4,714.5,517.0,28854,green
15252,15568,40940,Halsted/63rd,2010-02-01,907.5,481.8,330.5,21398,green
15254,15570,41290,Kimball,2010-02-01,3799.7,2366.0,1584.8,91797,brown
15255,15571,41180,Kedzie-Brown,2010-02-01,1756.6,1249.5,833.0,43462,brown
15256,15572,40870,Francisco,2010-02-01,1287.5,664.5,447.3,30197,brown
15257,15573,41010,Rockwell,2010-02-01,1622.7,856.8,546.5,38067,brown
15258,15574,41480,Western-Brown,2010-02-01,3596.0,2555.5,1660.8,88784,brown
15259,15575,40090,Damen-Brown,2010-02-01,2023.2,1200.0,788.0,48415,brown
15260,15576,41500,Montrose-Brown,2010-02-01,2313.4,1353.0,882.8,55210,brown
15261,15577,41460,Irving Park-Brown,2010-02-01,2422.2,1390.0,940.5,57766,brown
15262,15578,41440,Addison-Brown,2010-02-01,2253.3,1132.8,750.5,52598,brown
15263,15579,41310,Paulina,2010-02-01,2314.3,1394.0,945.5,55643,brown
15264,15580,40360,Southport,2010-02-01,2889.4,1713.3,1182.5,69370,brown
15265,15581,41210,Wellington,2010-02-01,2322.5,1121.3,717.8,53806,brown
15266,15582,40530,Diversey,2010-02-01,4764.1,2814.0,1871.8,114025,brown
15267,15583,40660,Armitage,2010-02-01,3848.5,1965.3,1240.5,89792,brown
15268,15584,40800,Sedgwick,2010-02-01,3302.6,2014.3,1474.8,80008,brown
15269,15585,40710,Chicago/Franklin,2010-02-01,5305.2,2622.5,1681.8,123320,brown
15270,15586,40460,Merchandise Mart,2010-02-01,6081.8,1439.5,692.8,130165,brown
15278,15594,40730,Washington/Wells,2010-02-01,6530.5,1201.0,740.3,138374,brown
15279,15595,40040,Quincy/Wells,2010-02-01,6983.2,1464.5,1260.3,150562,brown
15280,15596,40160,LaSalle/Van Buren,2010-02-01,3070.1,455.0,339.0,64577,brown
15281,15597,40850,Library,2010-02-01,4144.7,1856.8,1264.5,95378,brown
15282,15598,40680,Adams/Wabash,2010-02-01,7558.0,3093.3,1862.3,170982,green
15283,15601,40260,State/Lake,2010-02-01,8602.6,4547.5,3151.5,202848,green
15284,15602,40380,Clark/Lake,2010-02-01,17153.4,4667.8,3378.0,375251,blue
15285,15603,40900,Howard,2010-03-01,6148.3,4033.5,2976.3,169449,red
15286,15604,41190,Jarvis,2010-03-01,1472.4,1178.8,879.3,42098,red
15287,15605,40100,Morse,2010-03-01,4129.3,3130.0,2342.5,116863,red
15288,15606,41300,Loyola,2010-03-01,5329.7,4230.3,2832.8,150836,red
15289,15607,40760,Granville,2010-03-01,3781.2,3185.0,2196.8,108495,red
15290,15608,40880,Thorndale,2010-03-01,2811.9,1932.5,1394.5,77981,red
15291,15609,41380,Bryn Mawr,2010-03-01,4596.2,3191.0,2288.5,127630,red
15292,15610,40340,Berwyn,2010-03-01,3303.7,2479.0,1814.3,93157,red
15293,15611,41200,Argyle,2010-03-01,2580.1,2038.8,1511.3,73543,red
15294,15612,40770,Lawrence,2010-03-01,3385.2,3046.5,1858.0,97478,red
15295,15613,40540,Wilson,2010-03-01,6137.3,3860.0,2346.0,165981,red
15296,15614,40080,Sheridan,2010-03-01,4901.7,3503.0,2428.5,136464,red
15297,15615,41420,Addison-North Main,2010-03-01,6122.9,6013.0,4323.3,182172,red
15298,15616,41320,Belmont-North Main,2010-03-01,11095.9,9701.5,7017.0,322079,red
15299,15617,41220,Fullerton,2010-03-01,12229.7,8202.0,5754.5,337108,red
15300,15618,40650,North/Clybourn,2010-03-01,4350.0,3736.3,2784.5,126134,red
15301,15619,40630,Clark/Division,2010-03-01,7170.0,6208.0,4372.8,207234,red
15302,15620,41450,Chicago/State,2010-03-01,13502.7,11872.3,8121.8,390538,red
15303,15621,40330,Grand/State,2010-03-01,7769.1,9397.5,5989.8,240239,red
15304,15622,41660,Lake/State,2010-03-01,16831.0,10183.8,6357.0,453277,red
15305,15623,41090,Monroe/State,2010-03-01,9448.1,4186.3,2520.0,244131,red
15306,15624,40560,Jackson/State,2010-03-01,12070.2,4801.0,3300.5,310021,red
15307,15625,41490,Harrison,2010-03-01,3916.7,3102.3,2206.5,111318,red
15308,15626,41400,Roosevelt,2010-03-01,9758.0,7814.8,6057.0,279921,red
15309,15627,41000,Cermak-Chinatown,2010-03-01,3535.1,3355.0,2560.3,104969,red
15310,15628,40190,Sox-35th-Dan Ryan,2010-03-01,4213.0,2943.0,2102.3,117080,red
15311,15629,41230,47th-Dan Ryan,2010-03-01,3344.3,2222.8,1667.5,92481,red
15312,15630,41170,Garfield-Dan Ryan,2010-03-01,4078.4,2911.8,1986.3,113395,red
15313,15631,40910,63rd-Dan Ryan,2010-03-01,3684.5,2536.5,1967.8,102760,red
15314,15632,40990,69th,2010-03-01,5719.5,4064.3,3018.5,159880,red
15315,15633,40240,79th,2010-03-01,7885.7,5497.3,4009.5,219399,red
15316,15634,41430,87th,2010-03-01,5090.7,3461.8,2399.5,140532,red
15317,15635,40450,95th/Dan Ryan,2010-03-01,12779.8,7644.3,5576.5,346819,red
15327,15645,40890,O'Hare Airport,2010-03-01,7926.9,6429.8,7336.5,237383,blue
15328,15646,40820,Rosemont,2010-03-01,3905.9,1883.8,1188.8,102125,blue
15329,15647,40230,Cumberland,2010-03-01,4237.8,2136.0,1263.5,111067,blue
15330,15648,40750,Harlem-O'Hare,2010-03-01,2642.1,1343.0,732.0,69068,blue
15331,15649,41280,Jefferson Park,2010-03-01,5744.8,2896.3,2035.5,151858,blue
15332,15650,41330,Montrose-O'Hare,2010-03-01,1941.6,849.3,607.0,50482,blue
15333,15651,40550,Irving Park-O'Hare,2010-03-01,3961.9,2074.8,1443.0,105195,blue
15334,15652,41240,Addison-O'Hare,2010-03-01,2393.0,1010.8,732.5,62011,blue
15335,15653,40060,Belmont-O'Hare,2010-03-01,4538.6,2607.3,1905.8,122440,blue
15336,15654,41020,Logan Square,2010-03-01,5770.7,3203.3,2261.0,154584,blue
15337,15655,40570,California/Milwaukee,2010-03-01,3899.4,2321.0,1606.5,105396,blue
15338,15656,40670,Western/Milwaukee,2010-03-01,4337.7,2278.0,1635.8,115423,blue
15339,15657,40590,Damen/Milwaukee,2010-03-01,5070.7,3487.3,2456.0,140399,blue
15340,15658,40320,Division/Milwaukee,2010-03-01,5191.9,2774.8,1958.8,138348,blue
15341,15659,41410,Chicago/Milwaukee,2010-03-01,3446.3,1649.5,1218.5,90737,blue
15342,15660,40490,Grand/Milwaukee,2010-03-01,1869.1,930.5,621.0,49195,blue
15343,15661,40370,Washington/Dearborn,2010-03-01,7558.7,2856.8,1648.3,191869,blue
15344,15662,40790,Monroe/Dearborn,2010-03-01,5658.1,1560.8,1032.3,140508,blue
15345,15663,40070,Jackson/Dearborn,2010-03-01,7522.0,2761.8,1954.5,191871,blue
15346,15664,41340,LaSalle,2010-03-01,2747.3,924.0,707.0,69711,blue
15347,15665,40430,Clinton-Forest Park,2010-03-01,2800.2,1038.0,919.3,72233,blue
15348,15666,40350,UIC-Halsted,2010-03-01,5049.3,1652.0,1085.0,127083,blue
15350,15668,40810,Medical Center,2010-03-01,3233.6,1072.5,659.8,81301,blue
15351,15669,40220,Western-Forest Park,2010-03-01,1501.0,830.0,595.0,40222,blue
15352,15670,40250,Kedzie-Homan-Forest Park,2010-03-01,1851.3,978.3,769.0,49570,blue
15353,15671,40920,Pulaski-Forest Park,2010-03-01,1669.5,1113.8,901.8,46461,blue
15354,15672,40970,Cicero-Forest Park,2010-03-01,1194.2,732.3,556.0,32620,blue
15355,15673,40010,Austin-Forest Park,2010-03-01,1798.7,863.5,590.8,47186,blue
15356,15674,40180,Oak Park-Forest Park,2010-03-01,1628.7,581.0,391.5,41350,blue
15357,15675,40980,Harlem-Forest Park,2010-03-01,960.0,483.5,340.0,25374,blue
15370,15688,40020,Harlem-Lake,2010-03-01,3495.0,2061.3,1345.0,94010,green
15371,15689,41350,Oak Park-Lake,2010-03-01,1547.1,822.5,562.5,41123,green
15372,15690,40610,Ridgeland,2010-03-01,1306.3,493.5,303.8,33235,green
15373,15691,41260,Austin-Lake,2010-03-01,2014.9,1040.8,688.8,53260,green
15374,15692,40280,Central-Lake,2010-03-01,2463.8,1469.8,1073.3,66839,green
15375,15693,40700,Laramie,2010-03-01,1374.6,811.8,592.8,37234,green
15376,15694,40480,Cicero-Lake,2010-03-01,1413.4,906.8,657.3,38765,green
15377,15695,40030,Pulaski-Lake,2010-03-01,2084.8,1288.0,1010.3,57144,green
15378,15696,41670,Conservatory,2010-03-01,873.2,510.8,355.0,23546,green
15379,15697,41070,Kedzie-Lake,2010-03-01,1433.1,780.0,627.8,38592,green
15380,15698,41360,California-Lake,2010-03-01,1127.3,581.3,420.3,29934,green
15381,15699,40170,Ashland-Lake,2010-03-01,2398.0,1106.3,758.8,62615,green
15382,15700,41160,Clinton-Lake,2010-03-01,4112.0,1380.3,963.0,103949,green
15383,15701,41120,35-Bronzeville-IIT,2010-03-01,2059.9,1178.0,741.3,55054,green
15386,15704,41080,47th-South Elevated,2010-03-01,1312.9,807.3,531.3,35550,green
15388,15706,40510,Garfield-South Elevated,2010-03-01,1288.3,717.3,519.5,34579,green
15390,15708,40720,East 63rd-Cottage Grove,2010-03-01,1239.2,684.3,490.8,33201,green
15391,15709,40940,Halsted/63rd,2010-03-01,895.9,456.5,327.0,23740,green
15393,15711,41290,Kimball,2010-03-01,3895.7,2434.5,1586.0,105683,brown
15394,15712,41180,Kedzie-Brown,2010-03-01,1826.1,1230.5,883.5,50456,brown
15395,15713,40870,Francisco,2010-03-01,1337.9,700.3,428.8,35288,brown
15396,15714,41010,Rockwell,2010-03-01,1621.6,902.8,519.5,42986,brown
15397,15715,41480,Western-Brown,2010-03-01,3652.7,2560.3,1732.3,101182,brown
15398,15716,40090,Damen-Brown,2010-03-01,2047.3,1290.0,786.0,55392,brown
15399,15717,41500,Montrose-Brown,2010-03-01,2307.8,1409.0,844.5,62093,brown
15400,15718,41460,Irving Park-Brown,2010-03-01,2453.3,1504.0,943.3,66214,brown
15401,15719,41440,Addison-Brown,2010-03-01,2228.9,1221.8,712.5,59001,brown
15402,15720,41310,Paulina,2010-03-01,2314.4,1509.3,942.8,63039,brown
15403,15721,40360,Southport,2010-03-01,2826.1,1951.8,1164.0,77464,brown
15404,15722,41210,Wellington,2010-03-01,2320.7,1234.8,710.0,61155,brown
15405,15723,40530,Diversey,2010-03-01,4765.3,2998.3,1826.3,128900,brown
15406,15724,40660,Armitage,2010-03-01,3818.0,2163.0,1230.3,101388,brown
15407,15725,40800,Sedgwick,2010-03-01,3338.6,2051.3,1470.8,90875,brown
15408,15726,40710,Chicago/Franklin,2010-03-01,5327.0,2453.3,1512.5,138383,brown
15409,15727,40460,Merchandise Mart,2010-03-01,5936.0,1727.5,835.8,146781,brown
15417,15735,40730,Washington/Wells,2010-03-01,6596.4,1338.0,761.3,160114,brown
15418,15736,40040,Quincy/Wells,2010-03-01,7088.3,1665.0,1355.3,175112,brown
15419,15737,40160,LaSalle/Van Buren,2010-03-01,3020.8,552.5,324.5,72986,brown
15420,15738,40850,Library,2010-03-01,4140.3,1957.0,1413.5,108708,brown
15421,15739,40680,Adams/Wabash,2010-03-01,7478.0,3139.8,2270.0,193633,green
15422,15742,40260,State/Lake,2010-03-01,8895.5,5069.3,3283.5,238008,green
15423,15743,40380,Clark/Lake,2010-03-01,17830.7,5181.5,3625.8,445336,blue
15424,15744,40900,Howard,2010-04-01,6291.5,4242.8,3024.0,167480,red
