,station_id,stationame,month_beginning,avg_weekday_rides,avg_saturday_rides,avg_sunday_holiday_rides,monthtotal,line
26185,40270,Main,07/01/2016,1255.2,901.6,653.2,33531,purple
26186,41490,Harrison,07/01/2016,4185.8,4443.0,3330.3,125913,red
26187,40340,Berwyn,06/01/2016,3627.9,3098.5,2626.3,102713,red
26188,41430,87th,05/01/2016,4435.3,3258.3,2576.3,121632,red
26189,40400,Noyes,07/01/2016,928.6,557.6,437.0,23981,purple
26190,41040,Kedzie-Cermak,05/01/2016,1088.4,754.8,583.5,29377,pink
26191,40190,Sox-35th-Dan Ryan,05/01/2016,5918.7,4939.5,3385.8,164366,red
26192,40750,Harlem-O'Hare,07/01/2016,3035.6,1658.8,1275.3,76658,blue
26193,41200,Argyle,05/01/2016,3191.3,2499.0,2060.5,89377,red
26194,40660,Armitage,07/01/2016,4130.7,2617.0,1775.2,106349,brown
26195,41220,Fullerton,05/01/2016,14620.2,9371.0,6920.5,386031,red
26197,40580,54th/Cermak,07/01/2016,2280.0,1410.0,1158.8,59602,pink
26198,40030,Pulaski-Lake,06/01/2016,1534.2,1033.0,825.0,41185,green
26200,40130,51st,06/01/2016,1076.5,764.5,580.3,29061,green
26201,40590,Damen/Milwaukee,06/01/2016,7285.4,5624.5,4563.8,201031,blue
26202,41160,Clinton-Lake,06/01/2016,4330.1,1685.8,1191.0,106770,green
26203,41450,Chicago/State,07/01/2016,17160.7,13726.4,10890.7,477189,red
26204,40310,Western-Orange,05/01/2016,4019.0,2109.8,1593.2,102398,orange
26205,40150,Pulaski-Cermak,07/01/2016,1163.0,777.8,644.0,31012,pink
26206,40020,Harlem-Lake,06/01/2016,3916.2,2472.8,1875.0,103548,green
26207,41670,Conservatory,07/01/2016,952.3,698.6,568.0,25946,green
26208,41380,Bryn Mawr,06/01/2016,5056.7,3991.3,3379.0,140729,red
26209,41280,Jefferson Park,07/01/2016,7213.7,4157.4,3305.5,184893,blue
26210,40370,Washington/Dearborn,05/01/2016,12220.5,6697.5,5020.2,313541,blue
26211,40630,Clark/Division,05/01/2016,8370.0,6995.8,5712.7,238029,red
26212,41320,Belmont-North Main,05/01/2016,13014.2,11275.0,8571.2,369825,red
26213,40680,Adams/Wabash,07/01/2016,10445.6,6498.6,5758.2,275953,green
26214,40690,Dempster,07/01/2016,923.1,727.0,606.3,25735,purple
26215,40220,Western-Forest Park,05/01/2016,1761.4,1056.0,816.5,46112,blue
26216,41070,Kedzie-Lake,05/01/2016,1838.0,1105.5,879.7,48299,green
26217,40160,LaSalle/Van Buren,07/01/2016,3014.3,649.8,468.0,66342,brown
26218,41070,Kedzie-Lake,07/01/2016,1433.3,1034.2,839.3,38873,green
26219,41290,Kimball,07/01/2016,4059.8,2689.4,2039.2,106877,brown
26220,40910,63rd-Dan Ryan,05/01/2016,3384.8,2366.3,2010.8,92610,red
26221,41460,Irving Park-Brown,05/01/2016,3297.1,1751.0,1163.2,83223,brown
26222,40240,79th,07/01/2016,7279.4,5307.2,4436.3,198741,red
26223,40420,Cicero-Cermak,05/01/2016,1305.1,1003.8,812.3,36296,pink
26224,41690,Cermak-McCormick Place,06/01/2016,1428.8,1195.8,837.8,39568,green
26225,41240,Addison-O'Hare,07/01/2016,3247.6,1679.0,1305.8,81181,blue
26226,41510,Morgan-Lake,07/01/2016,3078.7,1786.6,1241.2,77954,green
26227,41270,43rd,06/01/2016,1095.7,671.8,556.0,29016,green
26228,40240,79th,06/01/2016,7368.4,5285.3,4467.8,201117,red
26229,40670,Western/Milwaukee,07/01/2016,5382.7,2775.8,2175.3,134584,blue
26230,40220,Western-Forest Park,06/01/2016,1691.6,1070.0,846.8,44882,blue
26231,41130,Halsted-Orange,06/01/2016,2698.5,1402.5,1135.5,69519,orange
26232,41320,Belmont-North Main,07/01/2016,13027.5,10819.4,8326.0,364603,red
26233,40210,Damen-Cermak,05/01/2016,1564.3,955.8,704.0,40897,pink
26234,40610,Ridgeland,06/01/2016,1411.7,619.0,440.8,35296,green
26235,40940,Halsted/63rd,06/01/2016,648.9,413.5,349.5,17327,green
26236,40520,Foster,06/01/2016,994.6,638.3,526.3,26539,purple
26237,41230,47th-Dan Ryan,06/01/2016,3257.2,2342.3,1944.0,88804,red
26238,40480,Cicero-Lake,05/01/2016,1414.1,924.8,726.7,37755,green
26239,41180,Kedzie-Brown,06/01/2016,2057.1,1507.3,1199.0,56082,brown
26240,41660,Lake/State,07/01/2016,23838.6,14516.4,11069.8,615773,red
26241,40520,Foster,07/01/2016,967.1,575.2,503.0,25236,purple
26242,41430,87th,06/01/2016,4417.8,3321.8,2752.0,121486,red
26243,40710,Chicago/Franklin,05/01/2016,6848.9,2513.5,1620.8,163605,brown
26244,40420,Cicero-Cermak,06/01/2016,1381.7,1058.5,850.0,38031,pink
26245,40230,Cumberland,07/01/2016,5082.8,3086.2,2346.5,131166,blue
26246,40610,Ridgeland,05/01/2016,1365.3,172.0,165.3,30352,green
26247,40820,Rosemont,06/01/2016,7042.9,5155.5,4065.3,191826,blue
26248,40700,Laramie,05/01/2016,1288.0,3060.8,2106.7,51932,green
26249,40850,Library,07/01/2016,3981.7,2736.6,2095.2,105887,brown
26250,41400,Roosevelt,05/01/2016,11079.6,10747.5,7109.7,318319,red
26251,40090,Damen-Brown,05/01/2016,2996.8,1706.5,1163.3,76739,brown
26252,40070,Jackson/Dearborn,07/01/2016,7968.9,4408.0,3609.7,203076,blue
26253,41250,Central-Evanston,06/01/2016,924.2,470.8,382.3,23745,purple
26254,41410,Chicago/Milwaukee,07/01/2016,4238.2,2218.8,1739.7,106295,blue
26255,41090,Monroe/State,07/01/2016,12371.8,5720.6,4626.8,303799,red
26256,40850,Library,05/01/2016,3741.5,2016.0,1578.2,96104,brown
26257,40460,Merchandise Mart,05/01/2016,7910.8,1974.0,1422.0,182555,brown
26258,40350,UIC-Halsted,05/01/2016,3889.1,1761.8,1320.0,96639,blue
26259,41340,LaSalle,07/01/2016,3270.2,1945.0,1545.8,84404,blue
26260,41510,Morgan-Lake,06/01/2016,3145.5,2134.3,1479.5,83656,green
26261,40440,California-Cermak,07/01/2016,1593.8,983.8,762.8,41371,pink
26262,40020,Harlem-Lake,07/01/2016,3971.0,2585.2,1929.3,103921,green
26263,40380,Clark/Lake,05/01/2016,21115.6,6828.3,5760.3,505303,blue
26264,40660,Armitage,06/01/2016,4572.4,2654.8,1875.0,118712,brown
26265,40320,Division/Milwaukee,06/01/2016,6317.5,3632.0,3003.5,165528,blue
26266,40930,Midway Airport,06/01/2016,9482.3,5140.8,4932.0,248901,orange
26267,41120,35-Bronzeville-IIT,06/01/2016,1736.3,1166.8,847.0,46254,green
26268,41040,Kedzie-Cermak,06/01/2016,1108.4,737.3,617.0,29801,pink
26269,41410,Chicago/Milwaukee,06/01/2016,4374.5,2180.8,1741.8,111930,blue
26270,41360,California-Lake,07/01/2016,1151.2,701.2,577.0,29991,green
26271,41210,Wellington,07/01/2016,3148.9,1492.8,1003.0,76459,brown
26272,40600,Kostner,06/01/2016,533.7,335.8,259.3,14122,pink
26273,41090,Monroe/State,06/01/2016,11830.1,5961.5,4473.8,302003,red
26274,40630,Clark/Division,06/01/2016,8676.1,8012.0,6296.0,248106,red
26275,40480,Cicero-Lake,06/01/2016,1405.8,1008.0,781.8,38087,green
26276,40340,Berwyn,05/01/2016,3502.0,2685.5,2153.0,97202,red
26277,40920,Pulaski-Forest Park,05/01/2016,1798.3,1379.5,1188.8,50416,blue
26278,40790,Monroe/Dearborn,05/01/2016,7959.0,2619.5,2121.8,190347,blue
26279,41300,Loyola,05/01/2016,4929.7,3906.5,2927.0,136712,red
26280,41120,35-Bronzeville-IIT,05/01/2016,1799.2,1098.3,763.2,46756,green
26281,40540,Wilson,06/01/2016,5790.5,4370.3,4233.5,161806,red
26282,40720,East 63rd-Cottage Grove,05/01/2016,1179.1,820.0,597.5,31626,green
26283,41130,Halsted-Orange,07/01/2016,2659.1,1386.8,1154.7,67043,orange
26284,40520,Foster,05/01/2016,995.0,636.8,484.8,26352,purple
26285,40800,Sedgwick,07/01/2016,4289.5,2823.0,2152.2,112818,brown
26286,41190,Jarvis,07/01/2016,1710.0,1364.2,1108.7,47672,red
26287,40070,Jackson/Dearborn,06/01/2016,7790.9,4194.0,3553.0,202388,blue
26288,40770,Lawrence,07/01/2016,3486.4,2812.4,2198.2,96978,red
26289,40940,Halsted/63rd,05/01/2016,659.4,402.3,310.5,17320,green
26290,40360,Southport,07/01/2016,3673.5,2502.6,1718.8,96295,brown
26291,40910,63rd-Dan Ryan,07/01/2016,3086.5,2392.8,2041.3,85942,red
26292,41320,Belmont-North Main,06/01/2016,13239.1,11606.0,13051.3,389889,red
26293,40180,Oak Park-Forest Park,06/01/2016,1951.0,826.5,703.3,49042,blue
26294,40670,Western/Milwaukee,05/01/2016,5406.5,2814.8,2059.0,137150,blue
26295,41200,Argyle,07/01/2016,3275.1,2449.6,2073.5,90190,red
26296,40260,State/Lake,07/01/2016,10820.4,6495.6,5643.8,282749,green
26297,40330,Grand/State,07/01/2016,14652.5,13652.8,11975.3,433165,red
26298,40090,Damen-Brown,07/01/2016,2825.2,1697.4,1231.8,72381,brown
26299,41030,Polk,06/01/2016,3355.7,1006.8,710.0,80692,pink
26300,40720,East 63rd-Cottage Grove,06/01/2016,1204.1,781.3,603.3,32029,green
26301,41200,Argyle,06/01/2016,3258.9,2557.5,2277.0,91034,red
26302,40880,Thorndale,06/01/2016,3163.0,2274.5,1885.5,86226,red
26303,40560,Jackson/State,05/01/2016,11749.5,5107.8,3661.0,289137,red
26304,40380,Clark/Lake,06/01/2016,22081.8,6838.5,5784.8,536293,blue
26305,40400,Noyes,05/01/2016,923.9,565.8,427.0,24226,purple
26306,41240,Addison-O'Hare,05/01/2016,2898.6,1551.0,1219.0,74388,blue
26307,40970,Cicero-Forest Park,06/01/2016,1471.8,1010.5,809.8,39661,blue
26308,41120,35-Bronzeville-IIT,07/01/2016,1765.3,1081.8,956.3,46453,green
26309,41690,Cermak-McCormick Place,05/01/2016,1399.4,1046.0,711.0,37837,green
26310,40970,Cicero-Forest Park,05/01/2016,1486.5,977.0,757.0,39667,blue
26311,40450,95th/Dan Ryan,06/01/2016,11053.6,7100.3,5946.5,295367,red
26312,41160,Clinton-Lake,05/01/2016,4215.5,1386.0,1038.8,100303,green
26313,41260,Austin-Lake,05/01/2016,1952.7,349.0,322.2,44336,green
26314,41340,LaSalle,06/01/2016,3084.5,1503.0,1280.8,78993,blue
26315,40120,35th/Archer,07/01/2016,3167.6,1826.8,1418.8,80998,orange
26316,40650,North/Clybourn,06/01/2016,6634.6,5737.8,4624.3,187410,red
26317,40740,Western-Cermak,07/01/2016,1172.0,777.6,592.7,30883,pink
26318,40050,Davis,07/01/2016,3923.8,2834.2,2099.5,105243,purple
26319,41180,Kedzie-Brown,05/01/2016,2072.0,1450.0,1095.0,55882,brown
26320,40270,Main,05/01/2016,1196.8,894.3,642.5,32564,purple
26321,41310,Paulina,05/01/2016,2848.5,1741.0,1084.5,73289,brown
26322,40830,18th,06/01/2016,1960.0,1658.8,1390.0,55314,pink
26323,40890,O'Hare Airport,05/01/2016,12256.5,10335.8,11196.3,365908,blue
26324,41660,Lake/State,05/01/2016,22121.6,14383.3,10584.3,585593,red
26325,41230,47th-Dan Ryan,05/01/2016,3370.6,2394.5,1823.5,91301,red
26326,41680,Oakton-Skokie,06/01/2016,933.3,477.8,384.8,23982,yellow
26327,40330,Grand/State,06/01/2016,13541.1,13329.5,10610.5,393664,red
26328,40220,Western-Forest Park,07/01/2016,1582.4,1097.8,851.8,42247,blue
26329,41330,Montrose-O'Hare,05/01/2016,1691.3,761.0,506.3,41599,blue
26330,41380,Bryn Mawr,05/01/2016,4897.2,3553.8,2892.2,134409,red
26331,40190,Sox-35th-Dan Ryan,06/01/2016,5622.8,5113.3,3893.8,159730,red
26332,40130,51st,07/01/2016,1090.2,768.2,599.0,29238,green
26333,40040,Quincy/Wells,06/01/2016,8432.9,2029.0,1908.0,201272,brown
26334,41030,Polk,07/01/2016,3343.4,866.6,712.8,75477,pink
26335,40510,Garfield-South Elevated,07/01/2016,1497.4,971.6,753.8,39328,green
26336,40280,Central-Lake,07/01/2016,2057.9,1445.6,1173.2,55424,green
26337,40510,Garfield-South Elevated,05/01/2016,1413.1,916.0,663.5,37320,green
26338,41220,Fullerton,06/01/2016,11804.7,8396.3,7007.0,321316,red
26339,41400,Roosevelt,06/01/2016,12132.4,9926.0,8639.5,341175,red
26340,41150,Kedzie-Midway,06/01/2016,3551.5,2034.0,1525.8,92373,orange
26341,40060,Belmont-O'Hare,07/01/2016,5750.8,3618.4,2866.0,150303,blue
26342,40510,Garfield-South Elevated,06/01/2016,1433.9,916.8,715.3,38073,green
26343,41400,Roosevelt,07/01/2016,12493.3,11548.4,9033.8,361811,red
26344,40370,Washington/Dearborn,06/01/2016,13073.5,7047.8,5902.3,339418,blue
26345,40740,Western-Cermak,06/01/2016,1209.0,808.8,610.0,32274,pink
26346,41300,Loyola,06/01/2016,5144.5,4097.3,3331.5,142893,red
26347,40930,Midway Airport,05/01/2016,9302.4,5091.3,4525.3,242868,orange
26348,40960,Pulaski-Orange,06/01/2016,5394.2,2571.5,2065.0,137218,orange
26349,40660,Armitage,05/01/2016,4615.2,2606.3,1698.8,117538,brown
26350,40140,Dempster-Skokie,07/01/2016,2210.6,1379.6,1141.7,57959,yellow
26351,41130,Halsted-Orange,05/01/2016,2707.7,1399.8,1052.5,68776,orange
26352,41180,Kedzie-Brown,07/01/2016,2027.9,1461.6,1165.8,54861,brown
26353,40600,Kostner,07/01/2016,530.3,318.8,291.5,13949,pink
26354,40430,Clinton-Forest Park,05/01/2016,4001.9,1678.8,1462.8,99531,blue
26355,40120,35th/Archer,06/01/2016,3272.0,1805.3,1416.5,84871,orange
26356,40750,Harlem-O'Hare,06/01/2016,3116.4,1640.5,1187.5,79872,blue
26357,40840,South Boulevard,07/01/2016,833.8,460.8,394.7,21348,purple
26358,40030,Pulaski-Lake,07/01/2016,1470.3,1041.8,798.0,39402,green
26359,40360,Southport,05/01/2016,3523.1,2258.3,1633.7,92821,brown
26360,40100,Morse,06/01/2016,4885.9,3979.5,3724.0,138304,red
26361,40090,Damen-Brown,06/01/2016,3001.4,1844.8,1309.3,78647,brown
26362,40830,18th,07/01/2016,1923.5,1383.2,1088.3,51916,pink
26363,40080,Sheridan,07/01/2016,5792.7,4229.0,3227.7,156365,red
26364,41450,Chicago/State,06/01/2016,16573.9,13660.5,10370.5,460749,red
26365,40140,Dempster-Skokie,06/01/2016,2063.9,1394.0,1205.8,55804,yellow
26366,40310,Western-Orange,07/01/2016,3983.1,2242.2,1767.0,101475,orange
26367,41500,Montrose-Brown,06/01/2016,2912.8,1822.8,1327.0,76680,brown
26368,40800,Sedgwick,05/01/2016,4116.4,2481.3,2034.7,108577,brown
26369,40560,Jackson/State,06/01/2016,10348.2,6211.8,5090.5,272869,red
26370,40590,Damen/Milwaukee,05/01/2016,6987.3,5138.8,3863.7,190470,blue
26371,40730,Washington/Wells,07/01/2016,8592.9,1468.2,1107.2,185842,brown
26372,40890,O'Hare Airport,07/01/2016,12800.1,10646.0,11065.5,375624,blue
26373,40420,Cicero-Cermak,07/01/2016,1373.6,1070.2,844.5,37889,pink
26374,41140,King Drive,06/01/2016,637.0,454.3,370.0,17311,green
26375,40360,Southport,06/01/2016,3694.0,2618.3,1847.8,99131,brown
26376,40170,Ashland-Lake,05/01/2016,2445.6,1311.5,920.0,62123,green
26377,40370,Washington/Dearborn,07/01/2016,13119.6,6875.4,5474.8,329617,blue
26378,40010,Austin-Forest Park,07/01/2016,2086.9,1085.6,841.3,52213,blue
26379,40470,Racine,06/01/2016,2316.9,1324.3,831.8,59595,blue
26380,41190,Jarvis,05/01/2016,1720.7,1401.8,1124.5,48488,red
26381,40170,Ashland-Lake,07/01/2016,2603.3,2308.6,1644.0,73473,green
26382,40570,California/Milwaukee,06/01/2016,5415.8,3498.5,2616.5,143608,blue
26383,40430,Clinton-Forest Park,06/01/2016,4055.6,1617.8,1434.0,101430,blue
26384,40190,Sox-35th-Dan Ryan,07/01/2016,5681.6,4677.0,4463.2,163795,red
26385,40490,Grand/Milwaukee,06/01/2016,3045.0,1872.0,1520.0,80557,blue
26386,41280,Jefferson Park,06/01/2016,7285.1,4082.3,3200.8,189405,blue
26387,41140,King Drive,07/01/2016,627.0,425.6,379.0,16941,green
26388,40300,Indiana,05/01/2016,881.0,498.3,394.0,22857,green
26389,40300,Indiana,06/01/2016,874.5,495.5,455.5,23043,green
26390,41670,Conservatory,06/01/2016,946.2,650.5,522.3,25508,green
26391,40540,Wilson,07/01/2016,5611.0,4260.4,3047.0,151803,red
26392,40790,Monroe/Dearborn,07/01/2016,8466.9,3070.0,2592.3,200242,blue
26393,41060,Ashland-Orange,05/01/2016,1710.5,1037.3,747.5,44554,orange
26395,41190,Jarvis,06/01/2016,1740.7,1448.5,1262.0,49137,red
26396,40340,Berwyn,07/01/2016,3552.3,2723.0,2206.5,97900,red
26397,40280,Central-Lake,06/01/2016,2078.1,1423.5,1106.5,55838,green
26398,40570,California/Milwaukee,07/01/2016,5342.3,3560.6,2617.7,140354,blue
26399,41170,Garfield-Dan Ryan,07/01/2016,3670.2,2864.4,2168.3,100736,red
26400,40250,Kedzie-Homan-Forest Park,07/01/2016,2248.8,1566.2,1309.0,60660,blue
26401,41420,Addison-North Main,06/01/2016,10358.2,11949.0,11809.8,322915,red
26402,41440,Addison-Brown,05/01/2016,2691.5,1213.0,868.8,66586,brown
26403,41080,47th-South Elevated,07/01/2016,1263.0,874.0,644.3,33495,green
26404,40030,Pulaski-Lake,05/01/2016,1543.3,1064.5,783.5,41368,green
26405,40050,Davis,06/01/2016,3929.2,2793.5,2068.8,105891,purple
26406,40990,69th,05/01/2016,5537.9,4143.5,3197.2,152053,red
26407,40580,54th/Cermak,05/01/2016,2145.4,1283.3,989.5,56123,pink
26408,40720,East 63rd-Cottage Grove,07/01/2016,1219.4,777.4,634.5,32082,green
26409,40760,Granville,06/01/2016,3944.9,3044.5,2553.8,109181,red
26410,41510,Morgan-Lake,05/01/2016,2827.0,1593.0,1244.0,73204,green
26411,40530,Diversey,06/01/2016,6023.5,3469.5,3120.8,158879,brown
26412,40290,Ashland/63rd,07/01/2016,1211.0,842.0,706.3,32667,green
26413,41030,Polk,05/01/2016,3183.7,814.3,622.5,73850,pink
26414,40530,Diversey,07/01/2016,5869.0,3336.0,2306.3,147898,brown
26415,41430,87th,07/01/2016,4327.3,3383.2,2659.7,119419,red
26416,40560,Jackson/State,07/01/2016,10475.2,5846.0,4642.0,266585,red
26417,40350,UIC-Halsted,07/01/2016,3851.8,1663.2,1266.3,92950,blue
26418,40900,Howard,05/01/2016,5879.3,4250.5,3410.5,160931,red
26419,41050,Linden,06/01/2016,1154.7,1006.5,756.8,32456,purple
26420,41270,43rd,05/01/2016,1091.0,656.5,509.5,28594,green
26421,41020,Logan Square,07/01/2016,7453.7,4596.6,3570.8,193482,blue
26422,40740,Western-Cermak,05/01/2016,1196.8,786.5,618.8,31991,pink
26423,41090,Monroe/State,05/01/2016,11471.7,5623.0,3930.8,286983,red
26424,40260,State/Lake,06/01/2016,10496.5,3340.8,2377.3,253795,green
26425,40710,Chicago/Franklin,07/01/2016,7029.5,2522.0,1605.8,162834,brown
26426,41360,California-Lake,06/01/2016,1165.4,663.5,546.3,30477,green
26427,40490,Grand/Milwaukee,05/01/2016,2849.3,1626.8,1284.7,74051,blue
26428,40210,Damen-Cermak,06/01/2016,1515.2,946.0,735.5,40060,pink
26429,40990,69th,06/01/2016,5502.5,4233.3,3412.3,151638,red
26430,40790,Monroe/Dearborn,06/01/2016,8186.4,2704.8,2304.5,200137,blue
26431,40080,Sheridan,06/01/2016,5919.1,4565.0,4173.0,165173,red
26432,40450,95th/Dan Ryan,05/01/2016,11316.1,6933.0,5547.7,298656,red
26433,41000,Cermak-Chinatown,07/01/2016,4496.0,5174.8,4517.5,142898,red
26434,41340,LaSalle,05/01/2016,3177.0,1425.8,1127.0,79183,blue
26435,41670,Conservatory,05/01/2016,1031.6,740.8,581.5,28115,green
26436,40920,Pulaski-Forest Park,06/01/2016,1868.3,1497.5,1292.5,52263,blue
26437,40750,Harlem-O'Hare,05/01/2016,3110.9,1533.5,1108.0,78110,blue
26438,41050,Linden,05/01/2016,1023.1,861.8,782.3,29626,purple
26439,41420,Addison-North Main,05/01/2016,9707.0,11700.0,11317.3,318552,red
26440,41020,Logan Square,05/01/2016,7358.6,4471.5,3357.7,192563,blue
26441,40440,California-Cermak,05/01/2016,1530.3,993.8,720.5,40434,pink
26442,40020,Harlem-Lake,05/01/2016,3759.7,700.3,674.7,85803,green
26443,40880,Thorndale,05/01/2016,3299.9,2193.5,1645.5,87945,red
26444,40650,North/Clybourn,07/01/2016,6309.4,5475.4,4125.0,178315,red
26445,40430,Clinton-Forest Park,07/01/2016,4004.7,1686.4,1469.3,97342,blue
26446,40820,Rosemont,05/01/2016,6564.4,4612.5,3883.3,179602,blue
26447,40760,Granville,05/01/2016,3945.6,2970.0,2272.7,108374,red
26448,41350,Oak Park-Lake,07/01/2016,1715.9,970.0,700.7,43371,green
26449,40580,54th/Cermak,06/01/2016,2249.6,1380.0,1179.0,59727,pink
26450,40010,Austin-Forest Park,06/01/2016,2119.2,1092.3,859.8,54431,blue
26451,41300,Loyola,07/01/2016,5204.3,3739.8,3055.7,141119,red
26452,40180,Oak Park-Forest Park,05/01/2016,1873.7,827.0,689.3,46791,blue
26453,41280,Jefferson Park,05/01/2016,7311.3,3997.5,3116.5,188226,blue
26454,40810,Medical Center,05/01/2016,3156.9,973.0,711.5,74455,blue
26455,41080,47th-South Elevated,05/01/2016,1265.5,827.8,619.2,33602,green
26456,41000,Cermak-Chinatown,05/01/2016,4502.8,4793.5,3741.7,136182,red
26457,40960,Pulaski-Orange,05/01/2016,5410.8,2573.0,1830.5,134902,orange
26458,41310,Paulina,07/01/2016,2824.8,1765.8,1136.2,72141,brown
26459,40690,Dempster,06/01/2016,903.8,740.8,594.5,25224,purple
26460,41010,Rockwell,07/01/2016,1933.6,1015.2,734.8,48156,brown
26461,41250,Central-Evanston,05/01/2016,801.4,407.3,356.7,20598,purple
26462,40290,Ashland/63rd,05/01/2016,1200.0,796.0,623.2,32124,green
26463,41260,Austin-Lake,06/01/2016,2038.0,1279.8,919.8,53635,green
26464,41290,Kimball,05/01/2016,4132.0,2608.5,1929.0,108781,brown
26465,40070,Jackson/Dearborn,05/01/2016,7848.0,3342.8,2491.8,193131,blue
26466,40150,Pulaski-Cermak,06/01/2016,1162.7,785.8,647.5,31312,pink
26467,40250,Kedzie-Homan-Forest Park,06/01/2016,2377.3,1649.0,1328.3,64209,blue
26468,40240,79th,05/01/2016,7393.3,5130.5,4165.0,200772,red
26469,40270,Main,06/01/2016,1238.8,1064.0,767.3,34578,purple
26470,41490,Harrison,06/01/2016,4000.7,3681.5,2840.0,114102,red
26471,40980,Harlem-Forest Park,06/01/2016,1272.1,730.5,532.0,33037,blue
26472,40210,Damen-Cermak,07/01/2016,1527.8,946.4,791.3,40035,pink
26473,40980,Harlem-Forest Park,07/01/2016,1262.5,726.6,534.0,32087,blue
26474,40160,LaSalle/Van Buren,06/01/2016,3018.8,713.8,624.3,71766,brown
26475,40730,Washington/Wells,06/01/2016,8631.7,4051.0,3511.5,220147,brown
26476,41000,Cermak-Chinatown,06/01/2016,4409.4,4595.0,3781.0,130511,red
26477,40810,Medical Center,06/01/2016,3118.4,1036.3,761.3,75794,blue
26478,40380,Clark/Lake,07/01/2016,21806.2,7491.0,6152.3,510492,blue
26479,40250,Kedzie-Homan-Forest Park,05/01/2016,2375.2,1550.8,1290.2,63823,blue
26480,41460,Irving Park-Brown,06/01/2016,3411.9,2534.0,1893.5,92771,brown
26481,40980,Harlem-Forest Park,05/01/2016,1214.0,763.8,530.2,31730,blue
26482,41040,Kedzie-Cermak,07/01/2016,1104.9,755.8,597.0,29458,pink
26483,40310,Western-Orange,06/01/2016,4073.6,2235.5,1774.8,105661,orange
26484,40870,Francisco,06/01/2016,1698.5,975.5,745.0,44249,brown
26485,40920,Pulaski-Forest Park,07/01/2016,1883.1,1511.2,1304.3,53043,blue
26486,40840,South Boulevard,05/01/2016,800.4,465.3,359.7,20827,purple
26487,41060,Ashland-Orange,06/01/2016,1751.9,1048.0,840.8,46097,orange
26488,40780,Central Park,06/01/2016,1215.9,809.0,641.3,32551,pink
26489,41210,Wellington,05/01/2016,3156.1,1440.5,1003.3,78061,brown
26490,40970,Cicero-Forest Park,07/01/2016,1429.5,1019.4,803.7,38509,blue
26491,40890,O'Hare Airport,06/01/2016,12714.3,9923.8,11381.0,364934,blue
26492,40390,Forest Park,07/01/2016,3676.1,2033.8,1683.3,93790,blue
26493,40170,Ashland-Lake,06/01/2016,2437.0,1412.3,926.3,62969,green
26494,40460,Merchandise Mart,07/01/2016,8287.8,2035.0,1332.3,183924,brown
26495,41660,Lake/State,06/01/2016,23251.1,15601.8,12030.5,622054,red
26496,40830,18th,05/01/2016,1932.8,1523.5,1085.2,53193,pink
26497,40300,Indiana,07/01/2016,901.3,520.0,489.7,23564,green
26498,40180,Oak Park-Forest Park,07/01/2016,1928.9,879.6,644.2,46841,blue
26499,40650,North/Clybourn,05/01/2016,6507.6,5821.3,4323.8,185888,red
26500,40060,Belmont-O'Hare,06/01/2016,5805.0,4106.8,3289.0,157293,blue
26501,41440,Addison-Brown,07/01/2016,2368.5,1263.0,932.8,59281,brown
26502,41480,Western-Brown,05/01/2016,4185.5,2856.5,1988.7,111254,brown
26503,41500,Montrose-Brown,07/01/2016,2827.9,1738.0,1206.2,72484,brown
26504,40770,Lawrence,05/01/2016,3484.0,2567.3,1956.3,95171,red
26505,40120,35th/Archer,05/01/2016,3328.6,1802.8,1296.5,84890,orange
26506,40900,Howard,07/01/2016,5861.1,4423.6,3544.3,160606,red
26507,40490,Grand/Milwaukee,07/01/2016,2999.8,1923.4,1522.8,78750,blue
26509,40150,Pulaski-Cermak,05/01/2016,1159.0,780.5,604.2,31087,pink
26510,41160,Clinton-Lake,07/01/2016,4359.1,1441.8,1090.2,100932,green
26511,40680,Adams/Wabash,06/01/2016,9475.1,2946.5,2051.8,228445,green
26512,40550,Irving Park-O'Hare,07/01/2016,3438.2,2242.0,1813.3,90853,blue
26513,40350,UIC-Halsted,06/01/2016,3725.9,1883.3,1358.3,94936,blue
26514,41150,Kedzie-Midway,07/01/2016,3472.5,2025.8,1563.5,88960,orange
26515,41010,Rockwell,06/01/2016,1971.1,1110.8,812.8,51059,brown
26516,40080,Sheridan,05/01/2016,5817.5,4163.5,3120.3,157543,red
26517,40840,South Boulevard,06/01/2016,840.3,508.3,387.5,22069,purple
26518,40870,Francisco,07/01/2016,1678.6,954.8,697.8,42532,brown
26519,41210,Wellington,06/01/2016,3249.4,1622.0,1561.0,84218,brown
26521,41230,47th-Dan Ryan,07/01/2016,3293.2,2502.6,1919.7,89895,red
26522,40440,California-Cermak,06/01/2016,1591.8,1015.8,799.5,42281,pink
26523,41250,Central-Evanston,07/01/2016,907.4,465.4,425.3,23027,purple
26524,41290,Kimball,06/01/2016,4176.6,2818.3,2054.0,111375,brown
26525,41680,Oakton-Skokie,07/01/2016,973.0,503.8,394.3,24344,yellow
26526,40230,Cumberland,06/01/2016,5022.5,2906.8,2226.5,131029,blue
26527,40880,Thorndale,07/01/2016,2946.3,2156.6,1709.3,79965,red
26528,41490,Harrison,05/01/2016,4462.5,3745.5,2542.0,123946,red
26529,41360,California-Lake,05/01/2016,1138.8,617.8,488.8,29318,green
26530,41330,Montrose-O'Hare,07/01/2016,2768.7,1444.6,1119.8,69315,blue
